Year,Month,State,Type of producer,Energy source,Consumption
2019,5,NY,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2019,5,NY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),212816
2019,5,NY,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),10
2019,5,NY,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),792
2019,5,NY,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2019,5,NY,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),373652
2019,5,NY,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),102
2019,5,NY,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),4427978
2019,5,NY,"Combined Heat and Power, Electric Power",Petroleum (Barrels),4266
2019,5,NY,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2019,5,NY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),11295746
2019,5,NY,"Electric Generators, Independent Power Producers",Petroleum (Barrels),4485
2019,5,NY,"Electric Generators, Electric Utilities",Coal (Short Tons),0
2019,5,NY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),5343735
2019,5,NY,"Electric Generators, Electric Utilities",Petroleum (Barrels),3421
2019,5,OH,Total Electric Power Industry,Coal (Short Tons),1615586
2019,5,OH,Total Electric Power Industry,Natural Gas (Mcf),26634821
2019,5,OH,Total Electric Power Industry,Other Gases (Billion Btu),330
2019,5,OH,Total Electric Power Industry,Petroleum (Barrels),253882
2019,5,OH,"Combined Heat and Power, Industrial Power",Coal (Short Tons),44
2019,5,OH,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),99698
2019,5,OH,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),76
2019,5,OH,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),792
2019,5,OH,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2019,5,OH,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),87068
2019,5,OH,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),7
2019,5,OH,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2019,5,OH,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),65188
2019,5,OH,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),254
2019,5,OH,"Electric Generators, Independent Power Producers",Coal (Short Tons),1463484
2019,5,OH,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),21978391
2019,5,OH,"Electric Generators, Independent Power Producers",Petroleum (Barrels),234918
2019,5,OH,"Electric Generators, Electric Utilities",Coal (Short Tons),152058
2019,5,OH,"Electric Generators, Electric Utilities",Natural Gas (Mcf),4404476
2019,5,OH,"Electric Generators, Electric Utilities",Petroleum (Barrels),18165
2019,5,OK,Total Electric Power Industry,Coal (Short Tons),337485
2019,5,OK,Total Electric Power Industry,Natural Gas (Mcf),21682035
2019,5,OK,Total Electric Power Industry,Petroleum (Barrels),5254
2019,5,OK,"Combined Heat and Power, Industrial Power",Coal (Short Tons),1713
2019,5,OK,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),246642
2019,5,OK,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),406
2019,5,OK,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2019,5,OK,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2019,5,OK,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),7417200
2019,5,OK,"Electric Generators, Electric Utilities",Coal (Short Tons),335772
2019,5,OK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),14018193
2019,5,OK,"Electric Generators, Electric Utilities",Petroleum (Barrels),4848
2019,5,OR,Total Electric Power Industry,Coal (Short Tons),0
2019,5,OR,Total Electric Power Industry,Geothermal (Billion Btu),146
2019,5,OR,Total Electric Power Industry,Natural Gas (Mcf),2365602
2019,5,OR,Total Electric Power Industry,Petroleum (Barrels),93
2019,5,OR,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),32799
2019,5,OR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,5,OR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),17686
2019,5,OR,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),11
2019,5,OR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),620899
2019,5,OR,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),146
2019,5,OR,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),870243
2019,5,OR,"Electric Generators, Electric Utilities",Coal (Short Tons),0
2019,5,OR,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),0
2019,5,OR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),823975
2019,5,OR,"Electric Generators, Electric Utilities",Petroleum (Barrels),82
2019,5,PA,Total Electric Power Industry,Coal (Short Tons),1156577
2019,5,PA,Total Electric Power Industry,Natural Gas (Mcf),48024310
2019,5,PA,Total Electric Power Industry,Other Gases (Billion Btu),145
2019,5,PA,Total Electric Power Industry,Petroleum (Barrels),45180
2019,5,PA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),2281
2019,5,PA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),623045
2019,5,PA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),145
2019,5,PA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),4279
2019,5,PA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2019,5,PA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),53872
2019,5,PA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1196
2019,5,PA,"Combined Heat and Power, Electric Power",Coal (Short Tons),264442
2019,5,PA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),2513399
2019,5,PA,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),0
2019,5,PA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),9827
2019,5,PA,"Electric Generators, Independent Power Producers",Coal (Short Tons),889854
2019,5,PA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),44833757
2019,5,PA,"Electric Generators, Independent Power Producers",Other Gases (Billion Btu),0
2019,5,PA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),29878
2019,5,PA,"Electric Generators, Electric Utilities",Coal (Short Tons),0
2019,5,PA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),237
2019,5,PA,"Electric Generators, Electric Utilities",Petroleum (Barrels),0
2019,5,RI,Total Electric Power Industry,Coal (Short Tons),0
2019,5,RI,Total Electric Power Industry,Natural Gas (Mcf),4200922
2019,5,RI,Total Electric Power Industry,Petroleum (Barrels),28
2019,5,RI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),116477
2019,5,RI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),22
2019,5,RI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),19808
2019,5,RI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2019,5,RI,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2019,5,RI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),4064637
2019,5,RI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2019,5,RI,"Electric Generators, Electric Utilities",Petroleum (Barrels),6
2019,5,SC,Total Electric Power Industry,Coal (Short Tons),572345
2019,5,SC,Total Electric Power Industry,Natural Gas (Mcf),15599216
2019,5,SC,Total Electric Power Industry,Petroleum (Barrels),14698
2019,5,SC,"Combined Heat and Power, Industrial Power",Coal (Short Tons),267
2019,5,SC,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),54647
2019,5,SC,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),512
2019,5,SC,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2019,5,SC,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),9
2019,5,SC,"Combined Heat and Power, Electric Power",Coal (Short Tons),3751
2019,5,SC,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),413333
2019,5,SC,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,5,SC,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),161911
2019,5,SC,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2019,5,SC,"Electric Generators, Electric Utilities",Coal (Short Tons),568327
2019,5,SC,"Electric Generators, Electric Utilities",Natural Gas (Mcf),14969325
2019,5,SC,"Electric Generators, Electric Utilities",Petroleum (Barrels),14177
2019,5,SD,Total Electric Power Industry,Coal (Short Tons),85646
2019,5,SD,Total Electric Power Industry,Natural Gas (Mcf),842093
2019,5,SD,Total Electric Power Industry,Petroleum (Barrels),3373
2019,5,SD,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),14927
2019,5,SD,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),3
2019,5,SD,"Electric Generators, Independent Power Producers",Petroleum (Barrels),6
2019,5,SD,"Electric Generators, Electric Utilities",Coal (Short Tons),85646
2019,5,SD,"Electric Generators, Electric Utilities",Natural Gas (Mcf),827166
2019,5,SD,"Electric Generators, Electric Utilities",Petroleum (Barrels),3364
2019,5,TN,Total Electric Power Industry,Coal (Short Tons),814970
2019,5,TN,Total Electric Power Industry,Natural Gas (Mcf),11676802
2019,5,TN,Total Electric Power Industry,Other Gases (Billion Btu),5
2019,5,TN,Total Electric Power Industry,Petroleum (Barrels),29844
2019,5,TN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),7971
2019,5,TN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),722974
2019,5,TN,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),5
2019,5,TN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),23
2019,5,TN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2019,5,TN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),59939
2019,5,TN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2019,5,TN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),12286
2019,5,TN,"Electric Generators, Independent Power Producers",Petroleum (Barrels),45
2019,5,TN,"Electric Generators, Electric Utilities",Coal (Short Tons),806999
2019,5,TN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),10881603
2019,5,TN,"Electric Generators, Electric Utilities",Petroleum (Barrels),29776
2019,5,TX,Total Electric Power Industry,Coal (Short Tons),5429113
2019,5,TX,Total Electric Power Industry,Natural Gas (Mcf),153916696
2019,5,TX,Total Electric Power Industry,Other Gases (Billion Btu),1557
2019,5,TX,Total Electric Power Industry,Petroleum (Barrels),46656
2019,5,TX,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),20589552
2019,5,TX,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),976
2019,5,TX,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),31854
2019,5,TX,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),320308
2019,5,TX,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),109
2019,5,TX,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),20221223
2019,5,TX,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),581
2019,5,TX,"Electric Generators, Independent Power Producers",Coal (Short Tons),3369292
2019,5,TX,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),78145702
2019,5,TX,"Electric Generators, Independent Power Producers",Petroleum (Barrels),6738
2019,5,TX,"Electric Generators, Electric Utilities",Coal (Short Tons),2059821
2019,5,TX,"Electric Generators, Electric Utilities",Natural Gas (Mcf),34639911
2019,5,TX,"Electric Generators, Electric Utilities",Petroleum (Barrels),7955
2019,5,US-Total,Total Electric Power Industry,Coal (Short Tons),40015010
2019,5,US-Total,Total Electric Power Industry,Geothermal (Billion Btu),11948
2019,5,US-Total,Total Electric Power Industry,Natural Gas (Mcf),863101726
2019,5,US-Total,Total Electric Power Industry,Other Gases (Billion Btu),5840
2019,5,US-Total,Total Electric Power Industry,Petroleum (Barrels),3169256
2019,5,US-Total,"Combined Heat and Power, Industrial Power",Coal (Short Tons),177963
2019,5,US-Total,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),49806437
2019,5,US-Total,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),4230
2019,5,US-Total,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),102292
2019,5,US-Total,"Combined Heat and Power, Commercial Power",Coal (Short Tons),5532
2019,5,US-Total,"Combined Heat and Power, Commercial Power",Geothermal (Billion Btu),333
2019,5,US-Total,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),4216986
2019,5,US-Total,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),17083
2019,5,US-Total,"Combined Heat and Power, Electric Power",Coal (Short Tons),553475
2019,5,US-Total,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),56227536
2019,5,US-Total,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),1610
2019,5,US-Total,"Combined Heat and Power, Electric Power",Petroleum (Barrels),272883
2019,5,US-Total,"Electric Generators, Independent Power Producers",Coal (Short Tons),8993432
2019,5,US-Total,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),11082
2019,5,US-Total,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),294158544
2019,5,US-Total,"Electric Generators, Independent Power Producers",Other Gases (Billion Btu),0
2019,5,US-Total,"Electric Generators, Independent Power Producers",Petroleum (Barrels),374471
2019,5,US-Total,"Electric Generators, Electric Utilities",Coal (Short Tons),30284608
2019,5,US-Total,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),532
2019,5,US-Total,"Electric Generators, Electric Utilities",Natural Gas (Mcf),458692223
2019,5,US-Total,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),0
2019,5,US-Total,"Electric Generators, Electric Utilities",Petroleum (Barrels),2402527
2019,5,UT,Total Electric Power Industry,Coal (Short Tons),792651
2019,5,UT,Total Electric Power Industry,Geothermal (Billion Btu),241
2019,5,UT,Total Electric Power Industry,Natural Gas (Mcf),5528669
2019,5,UT,Total Electric Power Industry,Other Gases (Billion Btu),13
2019,5,UT,Total Electric Power Industry,Petroleum (Barrels),6557
2019,5,UT,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2019,5,UT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),367682
2019,5,UT,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),13
2019,5,UT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,5,UT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),53818
2019,5,UT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2019,5,UT,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),0
2019,5,UT,"Electric Generators, Independent Power Producers",Coal (Short Tons),38955
2019,5,UT,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),151
2019,5,UT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),43165
2019,5,UT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2019,5,UT,"Electric Generators, Electric Utilities",Coal (Short Tons),753696
2019,5,UT,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),89
2019,5,UT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),5064004
2019,5,UT,"Electric Generators, Electric Utilities",Petroleum (Barrels),6557
2019,5,VA,Total Electric Power Industry,Coal (Short Tons),128608
2019,5,VA,Total Electric Power Industry,Natural Gas (Mcf),25440966
2019,5,VA,Total Electric Power Industry,Petroleum (Barrels),21102
2019,5,VA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),6132
2019,5,VA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),551519
2019,5,VA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),21
2019,5,VA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2019,5,VA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),2347
2019,5,VA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),10401
2019,5,VA,"Combined Heat and Power, Electric Power",Coal (Short Tons),1782
2019,5,VA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),325448
2019,5,VA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,5,VA,"Electric Generators, Independent Power Producers",Coal (Short Tons),2091
2019,5,VA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),7744120
2019,5,VA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),4419
2019,5,VA,"Electric Generators, Electric Utilities",Coal (Short Tons),118603
2019,5,VA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),16817532
2019,5,VA,"Electric Generators, Electric Utilities",Petroleum (Barrels),6261
2019,5,VT,Total Electric Power Industry,Natural Gas (Mcf),28
2019,5,VT,Total Electric Power Industry,Petroleum (Barrels),91
2019,5,VT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),28
2019,5,VT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2019,5,VT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),0
2019,5,VT,"Electric Generators, Electric Utilities",Petroleum (Barrels),91
2019,5,WA,Total Electric Power Industry,Coal (Short Tons),542
2019,5,WA,Total Electric Power Industry,Natural Gas (Mcf),2319584
2019,5,WA,Total Electric Power Industry,Other Gases (Billion Btu),188
2019,5,WA,Total Electric Power Industry,Petroleum (Barrels),1032
2019,5,WA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),542
2019,5,WA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),262546
2019,5,WA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),188
2019,5,WA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),621
2019,5,WA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),932
2019,5,WA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),56
2019,5,WA,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2019,5,WA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),732140
2019,5,WA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),203
2019,5,WA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1323966
2019,5,WA,"Electric Generators, Electric Utilities",Petroleum (Barrels),152
2019,5,WI,Total Electric Power Industry,Coal (Short Tons),1248824
2019,5,WI,Total Electric Power Industry,Natural Gas (Mcf),9418376
2019,5,WI,Total Electric Power Industry,Petroleum (Barrels),15567
2019,5,WI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),10901
2019,5,WI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),376535
2019,5,WI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),31
2019,5,WI,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2019,5,WI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),34660
2019,5,WI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),38
2019,5,WI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),557259
2019,5,WI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,5,WI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),114577
2019,5,WI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),87
2019,5,WI,"Electric Generators, Electric Utilities",Coal (Short Tons),1237923
2019,5,WI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),8335345
2019,5,WI,"Electric Generators, Electric Utilities",Petroleum (Barrels),15411
2019,5,WV,Total Electric Power Industry,Coal (Short Tons),2131448
2019,5,WV,Total Electric Power Industry,Natural Gas (Mcf),1070224
2019,5,WV,Total Electric Power Industry,Other Gases (Billion Btu),20
2019,5,WV,Total Electric Power Industry,Petroleum (Barrels),17276
2019,5,WV,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),248517
2019,5,WV,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),20
2019,5,WV,"Combined Heat and Power, Electric Power",Coal (Short Tons),21217
2019,5,WV,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),118
2019,5,WV,"Electric Generators, Independent Power Producers",Coal (Short Tons),217661
2019,5,WV,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),791349
2019,5,WV,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2019,5,WV,"Electric Generators, Electric Utilities",Coal (Short Tons),1892570
2019,5,WV,"Electric Generators, Electric Utilities",Natural Gas (Mcf),30240
2019,5,WV,"Electric Generators, Electric Utilities",Petroleum (Barrels),17276
2019,5,WY,Total Electric Power Industry,Coal (Short Tons),1212380
2019,5,WY,Total Electric Power Industry,Natural Gas (Mcf),562818
2019,5,WY,Total Electric Power Industry,Other Gases (Billion Btu),156
2019,5,WY,Total Electric Power Industry,Petroleum (Barrels),6226
2019,5,WY,"Combined Heat and Power, Industrial Power",Coal (Short Tons),5128
2019,5,WY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),319920
2019,5,WY,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),156
2019,5,WY,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,5,WY,"Electric Generators, Independent Power Producers",Coal (Short Tons),39952
2019,5,WY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),3515
2019,5,WY,"Electric Generators, Electric Utilities",Coal (Short Tons),1167300
2019,5,WY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),239383
2019,5,WY,"Electric Generators, Electric Utilities",Petroleum (Barrels),6226
2019,6,AK,Total Electric Power Industry,Coal (Short Tons),48021
2019,6,AK,Total Electric Power Industry,Natural Gas (Mcf),1731450
2019,6,AK,Total Electric Power Industry,Petroleum (Barrels),110151
2019,6,AK,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),23762
2019,6,AK,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),4375
2019,6,AK,"Combined Heat and Power, Commercial Power",Coal (Short Tons),2321
2019,6,AK,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),3
2019,6,AK,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),134
2019,6,AK,"Combined Heat and Power, Electric Power",Coal (Short Tons),14547
2019,6,AK,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,6,AK,"Electric Generators, Independent Power Producers",Petroleum (Barrels),334
2019,6,AK,"Electric Generators, Electric Utilities",Coal (Short Tons),31153
2019,6,AK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),1707685
2019,6,AK,"Electric Generators, Electric Utilities",Petroleum (Barrels),105308
2019,6,AL,Total Electric Power Industry,Coal (Short Tons),1191488
2019,6,AL,Total Electric Power Industry,Natural Gas (Mcf),38766159
2019,6,AL,Total Electric Power Industry,Other Gases (Billion Btu),1
2019,6,AL,Total Electric Power Industry,Petroleum (Barrels),1917
2019,6,AL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),446
2019,6,AL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),915784
2019,6,AL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),1
2019,6,AL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),397
2019,6,AL,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2019,6,AL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1991033
2019,6,AL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),20576289
2019,6,AL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),223
2019,6,AL,"Electric Generators, Electric Utilities",Coal (Short Tons),1191042
2019,6,AL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),15283053
2019,6,AL,"Electric Generators, Electric Utilities",Petroleum (Barrels),1297
2019,6,AR,Total Electric Power Industry,Coal (Short Tons),1259462
2019,6,AR,Total Electric Power Industry,Natural Gas (Mcf),15617287
2019,6,AR,Total Electric Power Industry,Petroleum (Barrels),4873
2019,6,AR,"Combined Heat and Power, Industrial Power",Coal (Short Tons),93
2019,6,AR,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),112823
2019,6,AR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),28
2019,6,AR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),47636
2019,6,AR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),571873
2019,6,AR,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,6,AR,"Electric Generators, Independent Power Producers",Coal (Short Tons),225769
2019,6,AR,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2019,6,AR,"Electric Generators, Electric Utilities",Coal (Short Tons),1033600
2019,6,AR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),14884955
2019,6,AR,"Electric Generators, Electric Utilities",Petroleum (Barrels),4845
2019,6,AZ,Total Electric Power Industry,Coal (Short Tons),1082306
2019,6,AZ,Total Electric Power Industry,Natural Gas (Mcf),33116563
2019,6,AZ,Total Electric Power Industry,Petroleum (Barrels),11432
2019,6,AZ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),48939
2019,6,AZ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),2
2019,6,AZ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),41046
2019,6,AZ,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,6,AZ,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),7622156
2019,6,AZ,"Electric Generators, Electric Utilities",Coal (Short Tons),1082306
2019,6,AZ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),25404422
2019,6,AZ,"Electric Generators, Electric Utilities",Petroleum (Barrels),11430
2019,6,CA,Total Electric Power Industry,Coal (Short Tons),4762
2019,6,CA,Total Electric Power Industry,Geothermal (Billion Btu),8515
2019,6,CA,Total Electric Power Industry,Natural Gas (Mcf),36543586
2019,6,CA,Total Electric Power Industry,Other Gases (Billion Btu),717
2019,6,CA,Total Electric Power Industry,Petroleum (Barrels),6193
2019,6,CA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),4762
2019,6,CA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),5549113
2019,6,CA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),717
2019,6,CA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),225
2019,6,CA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),829033
2019,6,CA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),73
2019,6,CA,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2019,6,CA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),5657453
2019,6,CA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,6,CA,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),7963
2019,6,CA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),13278866
2019,6,CA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),961
2019,6,CA,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),552
2019,6,CA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),11229121
2019,6,CA,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),0
2019,6,CA,"Electric Generators, Electric Utilities",Petroleum (Barrels),4933
2019,6,CO,Total Electric Power Industry,Coal (Short Tons),1046555
2019,6,CO,Total Electric Power Industry,Natural Gas (Mcf),9791324
2019,6,CO,Total Electric Power Industry,Petroleum (Barrels),1212
2019,6,CO,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2019,6,CO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),27443
2019,6,CO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),3
2019,6,CO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),286
2019,6,CO,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2019,6,CO,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
